client_ID,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,gender,marital_status,education_level,country,state,city,city_latitude,city_longitude,employment_type,loan_term_months,loan_to_income_ratio,other_debt,debt_to_income_ratio,open_accounts,credit_utilization_ratio,past_delinquencies
CUST_13787,25,84000,MORTGAGE,9,DEBTCONSOLIDATION,D,5000,16.02,1,0.06,N,3,Male,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Part-time,36,0.05952381,22602.70659,0.32860365,15,0.559555751,0
CUST_13788,26,96000,MORTGAGE,6,MEDICAL,B,20000,11.11,0,0.21,N,4,Male,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Part-time,36,0.208333333,20550.59486,0.42240203,7,0.880285676,0
CUST_13789,23,96000,MORTGAGE,2,PERSONAL,A,7000,5.79,0,0.07,N,3,Female,Married,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Part-time,36,0.072916667,7754.101386,0.153688556,9,0.266452044,0
CUST_13790,26,96000,MORTGAGE,4,VENTURE,B,11625,10,0,0.12,N,3,Male,Married,High School,USA,New York,New York City,40.7128,-74.006,Self-employed,60,0.12109375,23320.91073,0.364019903,13,0.347300472,0
CUST_13791,26,96000,MORTGAGE,10,VENTURE,A,8000,7.29,0,0.08,N,4,Female,Divorced,High School,Canada,BC,Vancouver,49.2827,-123.1207,Self-employed,36,0.083333333,5694.442955,0.142650447,1,0.605105754,0
CUST_13792,22,96000,MORTGAGE,6,VENTURE,C,25000,13.8,0,0.26,N,4,Female,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Self-employed,60,0.260416667,6402.873288,0.327113263,10,0.291888455,0
CUST_13793,23,96000,MORTGAGE,0,VENTURE,B,20000,11.11,0,0.21,N,2,Female,Single,PhD,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.208333333,18201.21693,0.397929343,7,0.618053201,1
CUST_13794,23,33000,OWN,5,VENTURE,B,3600,11.58,0,0.11,N,4,Female,Single,Bachelor,USA,California,San Francisco,37.7749,-122.4194,Full-time,24,0.109090909,3861.590145,0.226108792,13,0.746163976,0
CUST_13795,25,45000,RENT,3,MEDICAL,E,13650,18.79,1,0.3,N,2,Male,Single,High School,USA,Texas,Houston,29.7604,-95.3698,Self-employed,36,0.303333333,8278.861457,0.487308032,3,0.372344265,1
CUST_13796,25,96000,MORTGAGE,9,DEBTCONSOLIDATION,B,18250,11.11,0,0.19,N,4,Female,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.190104167,24569.43198,0.44603575,5,0.788232621,2
CUST_13797,25,71400,MORTGAGE,9,MEDICAL,D,25000,14.09,1,0.3,N,2,Female,Married,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,12,0.350140056,11016.08593,0.504426974,9,0.173655307,0
CUST_13798,22,96000,MORTGAGE,2,EDUCATION,A,12000,,0,0.13,N,3,Female,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,24,0.125,24562.13821,0.380855606,4,0.281679341,0
CUST_13799,26,96000,MORTGAGE,0,HOMEIMPROVEMENT,A,16000,5.79,0,0.17,N,2,Female,Widowed,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Part-time,60,0.166666667,5885.664875,0.227975676,7,0.732102192,1
CUST_13800,21,30000,RENT,0,DEBTCONSOLIDATION,D,13750,15.05,1,0.46,Y,4,Female,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Part-time,60,0.458333333,6901.723962,0.688390799,7,0.83179776,2
CUST_13801,25,35000,RENT,0,DEBTCONSOLIDATION,A,13750,7.51,1,0.39,N,4,Female,Single,PhD,USA,Texas,Houston,29.7604,-95.3698,Self-employed,36,0.392857143,6769.629415,0.586275126,3,0.862719868,0
CUST_13802,25,84000,MORTGAGE,9,PERSONAL,D,3500,14.84,1,0.04,N,2,Female,Divorced,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Full-time,36,0.041666667,19748.59594,0.276768999,2,0.358373694,2
CUST_13803,22,96000,MORTGAGE,3,EDUCATION,A,20000,7.88,0,0.21,N,3,Female,Married,Master,UK,England,Manchester,53.4808,-2.2426,Full-time,36,0.208333333,5050.580476,0.260943547,8,0.423809754,0
CUST_13804,26,32956,OWN,10,MEDICAL,A,10000,8.49,0,0.3,N,3,Male,Married,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Self-employed,24,0.303434883,6150.160489,0.490052206,9,0.068180758,1
CUST_13805,22,53591,RENT,6,EDUCATION,D,13750,14.96,0,0.26,N,2,Male,Single,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.256572932,9011.633319,0.424728654,9,0.562849784,0
CUST_13806,23,96000,MORTGAGE,1,VENTURE,B,5000,10.38,0,0.05,N,4,Male,Single,Bachelor,UK,England,London,51.5074,-0.1278,Part-time,24,0.052083333,5323.990362,0.107541566,8,0.253255364,0
CUST_13807,21,32868,OWN,2,VENTURE,C,2500,13.61,0,0.08,Y,3,Female,Married,High School,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,12,0.076061823,4454.216367,0.21158015,15,0.87099304,1
CUST_13808,23,32800,OWN,3,VENTURE,A,8000,7.29,0,0.24,N,3,Female,Divorced,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,24,0.243902439,2266.202411,0.312993976,8,0.10782168,0
CUST_13809,22,96000,MORTGAGE,4,VENTURE,A,8000,7.88,0,0.08,N,4,Male,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,24,0.083333333,24961.25594,0.343346416,15,0.621477133,0
CUST_13810,24,96000,MORTGAGE,5,DEBTCONSOLIDATION,A,15000,7.51,0,0.16,N,4,Female,Married,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,36,0.15625,10331.90902,0.263874052,2,0.328839263,0
CUST_13811,22,32760,OWN,2,VENTURE,C,7000,11.78,0,0.21,Y,4,Male,Divorced,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Unemployed,36,0.213675214,3866.628445,0.331704165,4,0.250075059,1
CUST_13812,23,96000,MORTGAGE,7,DEBTCONSOLIDATION,A,5000,7.51,0,0.05,N,2,Female,Married,High School,USA,New York,New York City,40.7128,-74.006,Self-employed,36,0.052083333,27846.91328,0.342155347,9,0.501874696,0
CUST_13813,24,32700,OWN,8,EDUCATION,A,4200,7.29,0,0.13,N,2,Female,Married,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,12,0.128440367,5498.356827,0.296585836,7,0.226577231,0
CUST_13814,24,96000,MORTGAGE,8,MEDICAL,B,2000,10.38,0,0.02,N,3,Male,Single,High School,UK,England,London,51.5074,-0.1278,Part-time,36,0.020833333,7312.820645,0.097008548,13,0.540549673,3
CUST_13815,24,79000,RENT,2,HOMEIMPROVEMENT,A,13800,8.49,0,0.17,N,2,Male,Single,Master,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,60,0.174683544,8830.20379,0.286458276,9,0.497077348,3
CUST_13816,25,80600,RENT,9,PERSONAL,B,13800,11.99,0,0.17,N,3,Male,Single,Master,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,36,0.171215881,17674.23329,0.390499172,1,0.401743192,1
CUST_13817,25,96000,MORTGAGE,6,EDUCATION,B,20000,,0,0.21,N,2,Male,Married,Master,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,60,0.208333333,15238.55891,0.367068322,13,0.640186106,1
CUST_13818,25,96000,OWN,0,EDUCATION,B,4000,9.88,0,0.04,N,3,Female,Widowed,PhD,UK,England,London,51.5074,-0.1278,Self-employed,24,0.041666667,22404.51124,0.275046992,4,0.417023153,0
CUST_13819,24,105000,RENT,2,VENTURE,A,13800,7.66,0,0.13,N,2,Female,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Self-employed,36,0.131428571,5309.361008,0.181993914,6,0.15025755,2
CUST_13820,22,96000,MORTGAGE,3,VENTURE,B,5000,10.99,0,0.05,N,4,Male,Single,High School,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,36,0.052083333,20288.55768,0.263422476,5,0.56452888,0
CUST_13821,26,96000,MORTGAGE,3,EDUCATION,C,12000,13.11,0,0.13,N,4,Male,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.125,4998.037065,0.177062886,12,0.242998905,0
CUST_13822,23,96000,MORTGAGE,4,EDUCATION,B,20000,10.99,0,0.21,N,3,Female,Single,High School,UK,Wales,Swansea,51.6214,-3.9436,Full-time,60,0.208333333,7862.476014,0.290234125,14,0.582928472,2
CUST_13823,23,32500,OWN,2,VENTURE,C,5000,13.99,0,0.15,Y,3,Female,Married,Bachelor,USA,Texas,Dallas,32.7767,-96.797,Self-employed,36,0.153846154,9153.464266,0.435491208,11,0.565604306,1
CUST_13824,25,32500,OWN,9,MEDICAL,B,3600,,0,0.11,N,4,Male,Married,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.110769231,3188.510455,0.208877245,14,0.356311016,0
CUST_13825,26,96000,MORTGAGE,1,HOMEIMPROVEMENT,B,10000,10.99,0,0.1,N,4,Male,Married,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Self-employed,24,0.104166667,10016.49145,0.208505119,10,0.457405635,2
CUST_13826,22,71400,MORTGAGE,2,MEDICAL,D,15000,14.96,1,0.18,Y,3,Female,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.210084034,18943.74215,0.475402551,6,0.702232849,1
CUST_13827,26,71400,OWN,9,MEDICAL,E,16500,16.45,1,0.2,N,3,Male,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.231092437,16394.33669,0.460704996,3,0.374247984,1
CUST_13828,26,117500,RENT,0,VENTURE,A,13800,7.49,0,0.12,N,3,Male,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.117446809,24469.59866,0.325698712,7,0.654482109,1
CUST_13829,24,32500,OWN,2,EDUCATION,D,5600,14.42,0,0.17,N,3,Female,Single,Bachelor,Canada,BC,Victoria,48.4284,-123.3656,Full-time,12,0.172307692,2602.278469,0.252377799,11,0.673870549,2
CUST_13830,26,96000,MORTGAGE,4,HOMEIMPROVEMENT,E,20000,16.7,0,0.21,N,4,Male,Single,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,12,0.208333333,19088.32885,0.407170092,6,0.180603851,0
CUST_13831,25,96000,MORTGAGE,0,VENTURE,B,5000,11.83,0,0.05,N,4,Female,Married,High School,USA,California,Los Angeles,34.0522,-118.2437,Part-time,60,0.052083333,19817.86913,0.25851947,9,0.289094421,0
CUST_13832,25,76400,RENT,3,VENTURE,B,13900,10.62,0,0.18,N,4,Female,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.181937173,22816.6227,0.480584067,4,0.314146275,0
CUST_13833,21,96000,OWN,1,EDUCATION,B,7000,12.53,0,0.07,N,4,Male,Married,High School,Canada,BC,Victoria,48.4284,-123.3656,Full-time,36,0.072916667,5051.3903,0.125535316,11,0.142749595,0
CUST_13834,24,96000,MORTGAGE,7,HOMEIMPROVEMENT,C,6000,13.92,0,0.06,Y,4,Male,Married,Bachelor,Canada,BC,Vancouver,49.2827,-123.1207,Full-time,12,0.0625,17367.20173,0.243408351,8,0.179811057,1
CUST_13835,26,42000,RENT,3,VENTURE,A,14000,6.92,1,0.33,N,2,Female,Single,High School,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.333333333,6168.259528,0.480196655,7,0.062874279,0
CUST_13836,23,96000,OTHER,3,EDUCATION,E,12000,,0,0.13,Y,2,Male,Single,Master,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.125,5624.793865,0.183591603,6,0.530833013,2
CUST_13837,26,42000,RENT,4,DEBTCONSOLIDATION,B,14000,9.45,1,0.33,N,2,Female,Divorced,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,24,0.333333333,9995.323688,0.571317231,14,0.78022656,0
CUST_13838,22,96000,MORTGAGE,3,EDUCATION,C,11400,13.04,0,0.12,Y,2,Male,Single,Master,UK,England,Manchester,53.4808,-2.2426,Full-time,36,0.11875,9502.48753,0.217734245,8,0.303958101,1
CUST_13839,25,84000,MORTGAGE,0,EDUCATION,F,2125,15.01,1,0.03,Y,4,Female,Divorced,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.025297619,14703.24394,0.200336237,15,0.49601852,0
CUST_13840,24,42996,RENT,2,MEDICAL,A,14000,7.51,1,0.33,N,2,Male,Single,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Unemployed,36,0.325611685,10332.77398,0.565931109,7,0.20671214,0
CUST_13841,23,96060,MORTGAGE,7,MEDICAL,A,10000,5.42,0,0.1,N,2,Male,Single,High School,USA,Texas,Houston,29.7604,-95.3698,Part-time,36,0.104101603,24215.15889,0.356185289,2,0.531323645,1
CUST_13842,24,96216,MORTGAGE,5,VENTURE,A,14400,7.88,0,0.15,N,4,Male,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,36,0.149663258,26080.12757,0.420721372,4,0.603433702,0
CUST_13843,23,96260,MORTGAGE,,EDUCATION,D,25200,15.65,0,0.26,N,2,Female,Single,Master,Canada,Quebec,Montreal,45.5017,-73.5673,Part-time,36,0.261790983,24389.7874,0.515165047,13,0.316141988,1
CUST_13844,26,96300,MORTGAGE,10,PERSONAL,A,15000,6.17,0,0.16,N,3,Female,Married,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Self-employed,24,0.15576324,7103.541112,0.229527945,15,0.327102986,0
CUST_13845,22,96384,MORTGAGE,6,VENTURE,B,18000,10.25,0,0.19,N,3,Female,Divorced,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Self-employed,24,0.186752988,11057.46837,0.301476058,5,0.82132008,0
CUST_13846,25,96500,MORTGAGE,0,PERSONAL,A,10000,6.17,0,0.1,N,2,Female,Single,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,60,0.103626943,15536.81101,0.264630166,5,0.075599967,0
CUST_13847,26,96500,MORTGAGE,4,VENTURE,A,18000,7.51,0,0.19,N,4,Female,Married,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,36,0.186528497,17537.58978,0.368265179,6,0.182875731,1
CUST_13848,24,96500,MORTGAGE,1,EDUCATION,E,14000,17.19,0,0.15,N,4,Male,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Self-employed,12,0.14507772,13002.10437,0.279814553,14,0.862026584,0
CUST_13849,26,96640,OTHER,8,EDUCATION,B,25000,11.58,0,0.26,N,2,Female,Single,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,60,0.258692053,25018.02657,0.517570639,3,0.079437946,0
CUST_13850,25,96720,MORTGAGE,9,EDUCATION,A,18000,7.9,0,0.19,N,4,Male,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Unemployed,60,0.186104218,27829.29633,0.473834743,13,0.45567528,0
CUST_13851,25,39000,RENT,4,PERSONAL,D,14000,16.49,1,0.36,N,3,Female,Single,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Full-time,12,0.358974359,2243.193687,0.416492146,11,0.41601515,0
CUST_13852,24,96900,MORTGAGE,8,DEBTCONSOLIDATION,A,9300,6.17,0,0.1,N,2,Female,Divorced,High School,USA,California,San Francisco,37.7749,-122.4194,Full-time,36,0.095975232,28032.08286,0.385264013,12,0.442700368,1
CUST_13853,23,97000,MORTGAGE,5,EDUCATION,B,12000,9.91,0,0.12,N,2,Female,Single,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,24,0.12371134,16176.6722,0.290481157,12,0.201760079,2
CUST_13854,25,97000,MORTGAGE,9,PERSONAL,C,8000,,0,0.08,N,4,Male,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,60,0.082474227,24615.88856,0.336246274,12,0.861726324,0
CUST_13855,24,97000,MORTGAGE,3,DEBTCONSOLIDATION,C,6400,15.96,0,0.07,Y,2,Female,Married,High School,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.065979381,19747.49884,0.269561844,8,0.620967873,0
CUST_13856,26,97000,MORTGAGE,5,DEBTCONSOLIDATION,A,4000,6.62,0,0.04,N,4,Female,Married,Bachelor,Canada,Quebec,Quebec City,46.8139,-71.208,Self-employed,12,0.041237113,27212.22883,0.321775555,8,0.059601452,0
CUST_13857,23,72250,MORTGAGE,7,MEDICAL,D,35000,15.99,1,0.41,N,2,Female,Single,Master,Canada,BC,Victoria,48.4284,-123.3656,Full-time,24,0.484429066,16360.00881,0.710865174,9,0.929839002,1
CUST_13858,22,97000,MORTGAGE,4,PERSONAL,A,5000,6.99,0,0.05,N,4,Male,Married,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Full-time,36,0.051546392,12373.70918,0.179110404,13,0.281766414,1
CUST_13859,22,46000,RENT,6,EDUCATION,A,14000,8.49,0,0.3,N,4,Male,Married,Bachelor,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,24,0.304347826,5536.231212,0.424700679,4,0.948736844,0
CUST_13860,23,97000,MORTGAGE,4,DEBTCONSOLIDATION,A,16000,6.62,0,0.16,N,2,Female,Married,High School,UK,England,London,51.5074,-0.1278,Full-time,36,0.164948454,10985.22327,0.278198178,7,0.375941251,3
CUST_13861,24,40000,RENT,4,MEDICAL,D,14000,15.58,1,0.35,Y,3,Male,Single,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.35,3089.105925,0.427227648,2,0.458068527,0
CUST_13862,24,97000,MORTGAGE,6,PERSONAL,B,8000,11.11,0,0.08,N,4,Female,Married,High School,Canada,Quebec,Quebec City,46.8139,-71.208,Part-time,36,0.082474227,11234.19015,0.19829062,11,0.82225757,1
CUST_13863,23,46800,RENT,4,EDUCATION,B,14000,10.37,0,0.3,N,3,Male,Married,High School,Canada,Quebec,Montreal,45.5017,-73.5673,Full-time,24,0.299145299,8117.627241,0.472598873,15,0.412989187,0
CUST_13864,23,97000,OWN,7,MEDICAL,B,15000,9.63,0,0.15,N,4,Female,Married,Bachelor,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,60,0.154639175,25435.57915,0.416861641,13,0.739018035,1
CUST_13865,24,97000,MORTGAGE,2,DEBTCONSOLIDATION,C,22000,12.68,0,0.23,N,3,Male,Married,High School,Canada,BC,Vancouver,49.2827,-123.1207,Self-employed,12,0.226804124,11975.44924,0.350262363,3,0.112988964,1
CUST_13866,23,97000,MORTGAGE,0,PERSONAL,E,15000,16.4,0,0.15,Y,3,Female,Single,High School,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.154639175,27216.47464,0.435221388,4,0.535545048,0
CUST_13867,24,46800,RENT,4,DEBTCONSOLIDATION,A,14000,7.88,0,0.3,N,4,Male,Married,High School,UK,England,Manchester,53.4808,-2.2426,Part-time,24,0.299145299,2415.928204,0.350767697,5,0.315603815,1
CUST_13868,22,97000,MORTGAGE,6,EDUCATION,A,12975,6.91,0,0.13,N,4,Female,Single,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,60,0.133762887,14192.05138,0.280072695,13,0.74698102,0
CUST_13869,26,97000,MORTGAGE,4,MEDICAL,C,6000,13.61,0,0.06,N,3,Male,Married,High School,UK,England,Manchester,53.4808,-2.2426,Part-time,24,0.06185567,12320.90882,0.188875349,5,0.524013742,0
CUST_13870,23,97000,MORTGAGE,1,PERSONAL,A,5000,7.51,0,0.05,N,3,Female,Married,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,60,0.051546392,18917.55829,0.246572766,3,0.86863631,2
CUST_13871,24,97000,MORTGAGE,6,HOMEIMPROVEMENT,C,6800,13.61,0,0.07,Y,4,Male,Divorced,Bachelor,USA,New York,New York City,40.7128,-74.006,Full-time,36,0.070103093,14606.65747,0.22068719,12,0.757710127,0
CUST_13872,23,42000,RENT,2,PERSONAL,D,14000,16.89,1,0.33,N,3,Male,Widowed,High School,UK,Wales,Cardiff,51.4816,-3.1791,Part-time,36,0.333333333,2203.451871,0.385796473,7,0.663040258,0
CUST_13873,25,97000,MORTGAGE,9,HOMEIMPROVEMENT,D,25000,14.59,0,0.26,N,2,Female,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Part-time,12,0.257731959,12754.12135,0.389217746,9,0.619021207,1
CUST_13874,23,97000,MORTGAGE,7,EDUCATION,A,4800,,0,0.05,N,2,Male,Single,Master,Canada,BC,Victoria,48.4284,-123.3656,Full-time,60,0.049484536,26690.39518,0.324643249,1,0.351229893,0
CUST_13875,22,97000,MORTGAGE,6,MEDICAL,C,10000,13.57,0,0.1,Y,3,Male,Divorced,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.103092784,21636.52772,0.32614977,1,0.527249144,1
CUST_13876,24,49150,RENT,,EDUCATION,B,14000,11.71,0,0.28,N,3,Male,Single,Bachelor,UK,Scotland,Glasgow,55.8642,-4.2518,Unemployed,24,0.284842319,10069.3413,0.489711929,2,0.256877373,0
CUST_13877,23,97000,MORTGAGE,8,PERSONAL,E,4000,16.32,0,0.04,Y,3,Female,Single,High School,UK,Scotland,Glasgow,55.8642,-4.2518,Part-time,60,0.041237113,8387.902785,0.127710338,8,0.931656486,0
CUST_13878,26,44000,RENT,10,DEBTCONSOLIDATION,D,14000,14.83,1,0.32,N,2,Male,Single,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,60,0.318181818,9236.657957,0.528105863,10,0.888655335,0
CUST_13879,23,97000,MORTGAGE,7,VENTURE,C,1800,,0,0.02,Y,2,Male,Married,High School,USA,Texas,Dallas,32.7767,-96.797,Full-time,12,0.018556701,7098.632737,0.091738482,10,0.380847028,1
CUST_13880,22,97000,MORTGAGE,0,EDUCATION,C,7500,11.34,0,0.08,Y,4,Male,Widowed,High School,USA,Texas,Dallas,32.7767,-96.797,Self-employed,24,0.077319588,5716.023234,0.136247662,13,0.421398343,3
CUST_13881,24,97000,MORTGAGE,2,HOMEIMPROVEMENT,C,12000,10.28,0,0.12,N,2,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.12371134,16809.50493,0.297005206,15,0.208098871,0
CUST_13882,26,85200,MORTGAGE,5,HOMEIMPROVEMENT,E,14000,,1,0.16,Y,2,Female,Married,PhD,UK,England,London,51.5074,-0.1278,Full-time,24,0.164319249,11560.45977,0.300005396,13,0.591042449,0
CUST_13883,26,97333,OWN,3,HOMEIMPROVEMENT,A,10000,5.99,0,0.1,N,2,Male,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,36,0.102740078,19124.39485,0.299224259,4,0.068891009,0
CUST_13884,24,50000,RENT,2,HOMEIMPROVEMENT,B,14000,9.88,0,0.28,N,2,Female,Married,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,60,0.28,4765.597333,0.375311947,5,0.316681702,0
CUST_13885,24,50004,RENT,0,EDUCATION,B,14000,12.21,0,0.28,N,3,Male,Single,High School,Canada,BC,Victoria,48.4284,-123.3656,Part-time,24,0.279977602,12643.29272,0.532823228,10,0.157328677,1
CUST_13886,25,85584,MORTGAGE,10,DEBTCONSOLIDATION,E,24000,17.19,1,0.28,Y,2,Female,Single,Master,USA,California,Los Angeles,34.0522,-118.2437,Full-time,36,0.280426248,6438.773011,0.355659621,15,0.54509993,1
CUST_13887,23,97600,MORTGAGE,7,MEDICAL,A,14500,7.51,0,0.15,N,2,Female,Married,Bachelor,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.148565574,8985.662363,0.240631787,5,0.91118045,1
CUST_13888,25,97700,MORTGAGE,6,PERSONAL,A,8000,7.49,0,0.08,N,2,Female,Married,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.081883316,24166.69639,0.329239472,12,0.729830208,0
CUST_13889,24,97700,MORTGAGE,5,VENTURE,B,25000,11.12,0,0.26,N,3,Female,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Self-employed,36,0.255885363,22889.91903,0.490173173,11,0.624307899,0
CUST_13890,26,97700,MORTGAGE,1,DEBTCONSOLIDATION,A,10400,9.32,0,0.11,N,3,Male,Widowed,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,24,0.106448311,14338.27532,0.253206503,9,0.057592797,0
CUST_13891,23,97781,MORTGAGE,7,MEDICAL,A,5575,6.54,0,0.06,N,3,Female,Married,Master,UK,Wales,Cardiff,51.4816,-3.1791,Full-time,36,0.057015167,9346.225454,0.152598413,15,0.762015193,0
CUST_13892,23,97781,MORTGAGE,7,VENTURE,A,15000,6.54,0,0.15,N,3,Female,Married,PhD,UK,England,Manchester,53.4808,-2.2426,Part-time,36,0.153404036,18155.19699,0.339076068,2,0.860412252,1
CUST_13893,23,52000,RENT,7,EDUCATION,A,14000,6.91,0,0.27,N,3,Female,Married,High School,Canada,Ontario,Ottawa,45.4215,-75.6972,Full-time,60,0.269230769,4771.729875,0.360994805,6,0.297959518,0
CUST_13894,23,32000,OWN,7,EDUCATION,C,3500,15.27,0,0.11,N,3,Female,Single,PhD,UK,England,London,51.5074,-0.1278,Self-employed,24,0.109375,9172.506383,0.396015824,9,0.689196532,0
CUST_13895,22,85992,MORTGAGE,6,DEBTCONSOLIDATION,D,3500,14.74,1,0.04,Y,3,Female,Single,High School,Canada,Ontario,Toronto,43.6532,-79.3832,Full-time,12,0.040701461,5889.307671,0.109188153,2,0.208805762,1
CUST_13896,24,98000,OWN,8,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,3,Male,Single,Bachelor,USA,Texas,Houston,29.7604,-95.3698,Self-employed,36,0.12244898,5598.739311,0.179578973,11,0.474343059,0
CUST_13897,23,52800,RENT,4,VENTURE,C,14000,14.27,0,0.27,N,3,Female,Married,Master,UK,Scotland,Glasgow,55.8642,-4.2518,Full-time,36,0.265151515,10786.64114,0.469443961,8,0.71036219,0
CUST_13898,24,98000,MORTGAGE,5,HOMEIMPROVEMENT,B,10000,11.71,0,0.1,N,3,Male,Single,Bachelor,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,36,0.102040816,23627.80764,0.343140894,13,0.449703878,0
CUST_13899,24,98000,MORTGAGE,8,VENTURE,A,10000,6.62,0,0.1,N,3,Female,Single,High School,UK,England,London,51.5074,-0.1278,Full-time,36,0.102040816,11338.35763,0.217738343,5,0.889284366,0
CUST_13900,21,53000,RENT,2,EDUCATION,C,14000,14.65,0,0.26,N,3,Female,Single,Master,UK,Scotland,Edinburgh,55.9533,-3.1883,Part-time,60,0.264150943,15280.0942,0.552454608,8,0.620652758,1
CUST_13901,25,98000,MORTGAGE,9,EDUCATION,A,2000,5.42,0,0.02,N,4,Male,Single,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,60,0.020408163,28814.85461,0.314437292,4,0.558275179,3
CUST_13902,24,98000,OWN,8,VENTURE,A,12000,7.49,0,0.12,N,2,Male,Married,Master,UK,Scotland,Edinburgh,55.9533,-3.1883,Part-time,60,0.12244898,6015.856607,0.183835271,6,0.125581666,1
CUST_13903,22,32000,OWN,2,MEDICAL,A,3000,6.99,0,0.09,N,4,Female,Married,High School,UK,Scotland,Edinburgh,55.9533,-3.1883,Full-time,24,0.09375,7142.485043,0.316952658,3,0.19256278,0
CUST_13904,26,98000,MORTGAGE,5,MEDICAL,A,12000,8.49,0,0.12,N,3,Male,Single,Bachelor,USA,California,Los Angeles,34.0522,-118.2437,Full-time,12,0.12244898,5073.387138,0.174218236,1,0.454082271,0
